tcp,algorithm,tcp_throughput,tcp_latency,cbr_throughput,cbr_latency
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.36608 0.5824 0.88192 0.78208 0.9152 0.79872 0.39104 0.43264 0.7904 0.32448 0.64064 0.77376,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339969318182 0.0333372857143 0.0331529245283 0.0330741382979 0.0331097454545 0.0333019895833 0.0333290638298 0.0333195192308 0.0334239263158 0.0333542820513 0.0332966883117 0.033104311828,0 0 0 0 0 0 0 0 7.67592 7.90776 7.92288 7.95984 7.938 7.90104 7.9464 7.91784 7.88256 8.00688 7.85568 7.896,0 0 0 0 0 0 0 0 0.0306613858612 0.0307355765881 0.0308624257846 0.0308129924019 0.030874605291 0.0308606023815 0.0306754816068 0.030696441969 0.0308820407076 0.0306510113303 0.0307566650984 0.0308243257447
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.27456 0.5408 0.29952 0.44928 0.43264 0.50752 0.55744 0.67392 0.44096 0.8736 0.29952 0.3744,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.033898030303 0.0333201692308 0.033297 0.0333014259259 0.0334735576923 0.0333034754098 0.0332479402985 0.0332577407407 0.0333155849057 0.0333968952381 0.0334395833333 0.0331864222222,0 0 0 0 0 0 0 0 7.67592 7.9128 8.00016 7.91952 7.94136 7.90944 7.95984 7.94472 7.91616 7.89264 7.9632 7.9632,0 0 0 0 0 0 0 0 0.0306366892099 0.0307380360934 0.030635199286 0.0307002140433 0.0307011700867 0.0307164207732 0.0307394140988 0.0308069964052 0.0306976103565 0.030900646871 0.0306429204641 0.0306640343882
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.3328 0.43264 0.7488 0.42432 0.69888 0.72384 0.3328 0.57408 0.80704 0.7072 0.3744 0.74048,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.034163125 0.0333344423077 0.0332008111111 0.033298 0.0332079047619 0.0333139655172 0.033204675 0.0333867246377 0.0332265154639 0.0331681176471 0.0333072666667 0.0333720337079,0 0 0 0 0 0 0 0 7.62384 7.94136 7.94808 7.98672 7.94976 7.95984 8.00016 7.90608 7.87584 8.00352 7.90272 7.85904,0 0 0 0 0 0 0 0 0.0306424279418 0.030715049926 0.0308434385965 0.0307028561212 0.0308016794167 0.0308337002955 0.030659597648 0.0307591912452 0.0308666815273 0.0308203780437 0.0306820716412 0.0308339762719
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.28288 0.44096 0.94016 0.29952 0.31616 0.56576 0.34112 0.52416 0.72384 0.59904 0.68224 0.42432,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340488823529 0.0332498113208 0.0332129026549 0.0332780833333 0.0332296052632 0.0332753970588 0.0333484878049 0.0332651587302 0.0332898390805 0.0331858194444 0.0332681219512 0.0333673921569,0 0 0 0 0 0 0 0 7.68432 7.99512 7.99176 7.89432 7.95312 7.98 7.99176 7.87248 7.95312 7.98336 7.97832 7.88424,0 0 0 0 0 0 0 0 0.0306286543507 0.030691150872 0.0309275820896 0.0306349106193 0.0306485287283 0.0307626981053 0.0306633647257 0.0307175369185 0.0308184628221 0.0307702878788 0.0307809964203 0.0307065791605
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.27456 0.46592 0.64064 0.78208 0.624 0.35776 0.2496 0.65728 0.71552 0.43264 0.4576 0.35776,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338992727273 0.0332076785714 0.0333201428571 0.0331434893617 0.0332935466667 0.0332323255814 0.0333187666667 0.0332799620253 0.033291127907 0.0332285576923 0.0333905272727 0.0332915116279,0 0 0 0 0 0 0 0 7.7028 7.9632 7.94976 7.93296 7.9464 8.022 7.95816 7.94136 7.8792 7.97832 7.94472 7.94304,0 0 0 0 0 0 0 0 0.0306409025082 0.0306964495781 0.03081359235 0.0308293367217 0.0308071997886 0.0306683126702 0.0306265887693 0.0307750681193 0.0308292140725 0.03069762729 0.0307329486149 0.0306479390863
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.27456 0.3744 0.44928 0.36608 0.51584 0.61568 0.28288 0.3744 0.42432 0.69888 0.68224 0.43264,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338441212121 0.0332391555556 0.0333283888889 0.0333104772727 0.0331402096774 0.0333505945946 0.0331541764706 0.0332508222222 0.033357627451 0.0332590595238 0.0333083292683 0.0331868653846,0 0 0 0 0 0 0 0 7.63392 7.99008 7.9548 7.938 8.01528 7.93632 7.89768 7.92624 7.94304 7.93632 7.86744 7.94472,0 0 0 0 0 0 0 0 0.0306246643926 0.0306729226241 0.0307062770855 0.0306700924868 0.0307222026829 0.0307946378069 0.0306239593703 0.0306808370072 0.0307075408206 0.0308402897968 0.0308189615631 0.0306815753859
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.25792 0.3744 0.46592 0.2912 0.53248 0.71552 0.51584 0.55744 0.44096 0.55744 0.416 0.76544,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0337568064516 0.0333243333333 0.0332758571429 0.0331287428571 0.0333085625 0.033389744186 0.0331840322581 0.0333166268657 0.0333432641509 0.0333451641791 0.0333305 0.0332176630435,0 0 0 0 0 0 0 0 7.69944 7.94976 7.89768 8.01024 7.96656 7.91112 7.89936 7.92624 8.00184 7.938 7.97496 7.87752,0 0 0 0 0 0 0 0 0.030615167794 0.0306683841927 0.0307279168262 0.0306356348574 0.0307394603543 0.0308386417498 0.0307240389196 0.0307603414582 0.0307099473021 0.0307677635979 0.0306931251317 0.030814434421
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.2496 0.59904 0.92352 0.416 0.34944 0.32448 0.35776 0.39936 0.32448 0.39936 0.42432 0.67392,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0337016333333 0.0332707222222 0.0332211711712 0.03325 0.0332772619048 0.0333417179487 0.033301372093 0.0333564166667 0.033185 0.0332933333333 0.0331356666667 0.0332691234568,0 0 0 0 0 0 0 0 7.65576 7.9212 7.91448 8.00688 7.95312 7.88928 7.95984 7.89432 7.96488 8.022 7.99512 7.87416,0 0 0 0 0 0 0 0 0.0306132190037 0.0307638562036 0.0309054483125 0.0306802356274 0.0306544716941 0.0306411763203 0.0306561585057 0.0306808614599 0.0306426260283 0.0306956774869 0.0306898919941 0.0307532197568
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.35776 0.46592 0.54912 0.89024 0.39104 0.52416 0.416 0.5824 0.78208 0.51584 0.3744 0.44096,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340864186047 0.0332171607143 0.0332886212121 0.0332923831776 0.0332322340426 0.0333174920635 0.03331046 0.0333818142857 0.0331769468085 0.0335084677419 0.0334249111111 0.0333370943396,0 0 0 0 0 0 0 0 7.67424 8.00688 7.99344 7.90104 7.9212 7.98 7.91952 7.9296 7.89768 7.93968 7.94976 7.9716,0 0 0 0 0 0 0 0 0.0306504927758 0.0307046288292 0.0307660838588 0.0308836619179 0.0306747327678 0.0307602056842 0.030701072762 0.0307446415254 0.0308126436928 0.0307549947101 0.0306776933643 0.0307133860906
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.3328 0.46592 0.60736 0.61568 0.60736 0.53248 0.5824 0.69056 0.29952 0.43264 0.55744 0.25792,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.033997925 0.0332165535714 0.0333385753425 0.0332424189189 0.0332140410959 0.033113703125 0.0333593285714 0.0332665301205 0.0332801388889 0.0331975961538 0.0333008208955 0.0333051935484,0 0 0 0 0 0 0 0 7.64904 7.92456 7.94472 7.97664 7.99512 7.96488 7.94136 7.93968 7.95312 7.97664 7.94472 7.96992,0 0 0 0 0 0 0 0 0.0306436929497 0.0307115454738 0.0307897692958 0.0307865151643 0.0307625604119 0.0307244627716 0.0307653630209 0.0307941498096 0.0306464716941 0.0306766819714 0.0307521336435 0.0306215090641
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.24128 0.30784 0.48256 0.34112 0.76544 0.416 0.42432 0.6656 0.44928 0.68224 0.71552 0.46592,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338947931034 0.0332637027027 0.0332820344828 0.0333173414634 0.0332808804348 0.03330796 0.0332005098039 0.0334345875 0.0333717962963 0.0332154390244 0.0332236744186 0.0331993214286,0 0 0 0 0 0 0 0 7.6608 7.93968 8.01528 7.95816 7.8792 7.94472 7.93464 7.86912 7.94808 7.90608 7.95816 7.9968,0 0 0 0 0 0 0 0 0.0306176875 0.0306350480322 0.0307262070845 0.0306598653156 0.0308340571429 0.0306780378516 0.0306896366716 0.0308011362084 0.030698254703 0.0307989230769 0.0308181435508 0.0306966665966
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.34112 0.624 0.84864 0.208 0.36608 0.44928 0.5408 0.47424 0.89024 0.5824 0.64064 0.94848,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.034014 0.0333628533333 0.0334313235294 0.03324744 0.0333366363636 0.0332691481481 0.0333284 0.0332477017544 0.0332989813084 0.0331002 0.0332534415584 0.0332634122807,0 0 0 0 0 0 0 0 7.62216 7.98672 7.87752 7.93968 7.94472 7.93464 7.98336 7.96992 7.96488 7.94472 7.91784 7.89768,0 0 0 0 0 0 0 0 0.0306400868415 0.0307865134623 0.0308822335253 0.030603629708 0.030671874392 0.0306969790387 0.0307457531566 0.0307078874368 0.0309191575617 0.0307350253753 0.0307613694038 0.030918990853
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.35776 0.48256 0.48256 0.36608 0.35776 0.416 0.52416 0.25792 0.34112 0.48256 0.44928 0.71552,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0337293255814 0.0332037068966 0.0332627241379 0.0333197045455 0.0333463953488 0.03320964 0.033203984127 0.033209483871 0.0332136341463 0.0333414137931 0.0331863333333 0.033264372093,0 0 0 0 0 0 0 0 7.66584 7.9884 7.9212 7.91784 8.01024 7.97664 7.8876 8.02368 7.9884 7.94808 7.9548 7.87248,0 0 0 0 0 0 0 0 0.0306532533421 0.0307060607781 0.0307171796394 0.0306649921494 0.0306720473993 0.0306773896377 0.0307327608094 0.0306222629816 0.0306555533123 0.030722485521 0.0306913400211 0.03081673965
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.22464 0.3328 0.5408 0.48256 0.59904 0.31616 0.39936 0.4576 0.53248 0.39936 0.59072 0.80704,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0335603703704 0.0333331 0.0332062 0.0332696034483 0.0333723333333 0.0331968421053 0.0333608541667 0.0331570363636 0.03319675 0.0333748333333 0.0332574507042 0.0333709175258,0 0 0 0 0 0 0 0 7.75488 8.0052 7.93464 7.96824 7.92456 7.92792 7.92792 7.97496 7.90776 7.92288 7.93296 7.9044,0 0 0 0 0 0 0 0 0.0306267731802 0.0306622650577 0.0307302674148 0.0307209382248 0.0307796518974 0.0306533307904 0.0306741782157 0.0307024185802 0.030715726365 0.0307059115776 0.0307629788225 0.0308710697131
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.26624 0.61568 0.90688 0.47424 0.81536 0.4992 0.69056 1.01504 0.8736 0.76544 0.54912 0.44928,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.03383121875 0.0332945675676 0.0333752201835 0.0330355087719 0.0332020918367 0.0333374333333 0.0330214216867 0.0332710655738 0.0332149809524 0.0331013586957 0.0334173333333 0.0334356666667,0 0 0 0 0 0 0 0 7.67592 7.93296 7.9128 8.03544 7.94976 7.95984 7.96488 7.94472 7.89936 7.95816 7.92624 7.90608,0 0 0 0 0 0 0 0 0.0306298610199 0.0307720328251 0.030908107431 0.0306876723814 0.0308463911665 0.0307298541579 0.0307575566336 0.0309471473885 0.0308895871969 0.0308400945746 0.0307476502755 0.0307082263068
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.21632 0.31616 0.2912 0.26624 0.46592 0.56576 0.5408 0.44096 0.51584 0.28288 0.46592 0.44928,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339719230769 0.0333233947368 0.0331402285714 0.0332474375 0.0332724464286 0.0332203529412 0.0334761076923 0.0332578867925 0.0333449032258 0.0332098235294 0.033187875 0.0333746111111,0 0 0 0 0 0 0 0 7.70448 8.022 7.9884 7.96656 7.96824 7.93464 7.91784 7.94808 7.94472 7.95648 7.97328 7.92792,0 0 0 0 0 0 0 0 0.0306127045355 0.0306561089005 0.0306416155626 0.0306234040489 0.0307173862534 0.0307431467288 0.0307497279864 0.0307013705348 0.0307263603299 0.0306265593328 0.0306878466077 0.030708785124
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.27456 0.3744 0.50752 0.86528 1.01504 0.50752 0.73216 0.77376 0.51584 0.48256 0.69888 0.39936,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338796060606 0.0332561555556 0.033294557377 0.0331641730769 0.0331199098361 0.0331616557377 0.0331713977273 0.0333199677419 0.0333749516129 0.0335212758621 0.033146547619 0.0332496458333,0 0 0 0 0 0 0 0 7.65408 7.89768 7.9044 7.89936 7.94472 7.98504 7.938 7.93296 7.93296 7.94304 7.96992 7.97496,0 0 0 0 0 0 0 0 0.0306281378402 0.0306669787279 0.0307225555792 0.0308602694598 0.0309189433284 0.0307096355986 0.0308303047619 0.0308745165184 0.0307415099534 0.0307108999577 0.0308056943508 0.0306819886244
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.26624 0.63232 0.68224 0.92352 0.4992 0.42432 0.31616 0.47424 0.84032 0.9152 0.67392 0.38272,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.03405509375 0.0335275789474 0.0331272682927 0.0331212792793 0.03319145 0.0332086078431 0.033303 0.0332356315789 0.0333657722772 0.0331289363636 0.0333208888889 0.0333185217391,0 0 0 0 0 0 0 0 7.686 7.90104 7.95312 7.93632 7.9464 7.98 8.00016 7.938 7.89768 7.99512 7.97496 7.9632,0 0 0 0 0 0 0 0 0.0306404959563 0.030800688922 0.0307769695817 0.0308835069856 0.0307219469345 0.0307035471579 0.0306599399412 0.0306835978836 0.0308974458626 0.030908173776 0.030819395197 0.0306764708861
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.24128 0.50752 0.71552 0.89024 0.93184 0.26624 0.34944 0.39936 0.624 0.42432 0.26624 0.40768,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0337322413793 0.0332829016393 0.0332827325581 0.0331196074766 0.0333412946429 0.03318871875 0.0333421666667 0.0333787291667 0.0332576666667 0.0332592352941 0.0332435625 0.0333183673469,0 0 0 0 0 0 0 0 7.69608 7.96824 7.91616 7.854 7.88424 7.99344 7.99512 7.91952 7.9128 7.91952 7.95144 7.9464,0 0 0 0 0 0 0 0 0.0306074243615 0.0307231098461 0.0308197807725 0.030842406631 0.0309307538888 0.030639030475 0.0306608068922 0.0306736361901 0.0307596779193 0.0306943941451 0.0306367707585 0.0306846556025
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.22464 0.4992 0.44928 0.46592 0.3744 0.59072 0.43264 0.416 0.69056 0.84864 0.40768 0.6656,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0335841111111 0.0332102166667 0.0333427222222 0.0332223392857 0.0331739333333 0.033264084507 0.0333596923077 0.0332199 0.0333148433735 0.0329794313725 0.0332816734694 0.0332972625,0 0 0 0 0 0 0 0 7.74984 7.98672 7.9632 7.93464 8.01864 7.94304 7.94808 7.96152 7.95648 7.96992 7.98336 7.9632,0 0 0 0 0 0 0 0 0.030610871667 0.0307131055953 0.0307023491561 0.0307014639001 0.0306765749005 0.0307489247039 0.0306830729233 0.0306852344376 0.0307990570101 0.0308220860034 0.0306814313973 0.0308039510549
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.31616 0.53248 0.30784 0.4576 0.38272 0.43264 0.3744 0.47424 0.32448 0.59072 0.84864 0.64064,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339553421053 0.03337553125 0.0333873243243 0.0332856363636 0.033237 0.0331339807692 0.0333094666667 0.0332274912281 0.0332381794872 0.0333516197183 0.0333756764706 0.0333413376623,0 0 0 0 0 0 0 0 7.66584 7.89768 7.96824 7.93296 8.00688 7.9464 7.98 7.95144 7.99176 7.89768 7.89936 7.94976,0 0 0 0 0 0 0 0 0.0306393907517 0.0307452250585 0.0306503021295 0.0306954834816 0.0306781414184 0.0306936289641 0.0306734595789 0.0307102201563 0.0306510340551 0.0307667921719 0.0309272041684 0.030778567202
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.24128 0.67392 0.59072 0.3744 0.47424 0.34112 0.7072 0.7072 0.34944 0.47424 0.35776 0.48256,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0336509310345 0.0333650493827 0.0333603380282 0.0333052222222 0.0333731929825 0.0332369268293 0.0332924705882 0.0331278470588 0.0332818095238 0.0332897192982 0.0333729069767 0.0334279310345,0 0 0 0 0 0 0 0 7.69272 7.90272 7.92456 7.97496 7.896 7.98336 7.94304 7.95984 7.9464 7.88928 7.96824 7.88088,0 0 0 0 0 0 0 0 0.0306157158768 0.0307826741071 0.0307880964596 0.0306786342953 0.0306871855319 0.0306664913721 0.0308133123942 0.0307958176446 0.0306578503171 0.0307201528961 0.0306780756905 0.0307124195268
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.22464 0.50752 0.72384 0.63232 0.7488 1.04 0.3744 0.5408 0.94016 0.46592 0.57408 0.39104,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.033475037037 0.0333482622951 0.0333112988506 0.0332660526316 0.0331135555556 0.033124752 0.0333980222222 0.0332472615385 0.0334428938053 0.0334261785714 0.0332158115942 0.0331896382979,0 0 0 0 0 0 0 0 7.75824 7.896 7.91616 7.92288 7.9884 7.938 7.92792 7.95984 7.80864 7.91448 8.00184 7.93968,0 0 0 0 0 0 0 0 0.0306158479861 0.0307325834043 0.0308330108234 0.0307779790076 0.0308077762355 0.030925842963 0.0306717683831 0.0307429497678 0.0309164599828 0.0307070768414 0.030749669746 0.0306725691917
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.3328 0.55744 0.38272 0.72384 0.39936 0.39104 0.44928 0.3328 0.56576 0.60736 0.44928 0.55744,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.033971625 0.0333676567164 0.0331457608696 0.0332621954023 0.0333634583333 0.0332232978723 0.0332249444444 0.033314075 0.0333191617647 0.0332327808219 0.0332453703704 0.0335047761194,0 0 0 0 0 0 0 0 7.66416 7.92624 7.97328 7.89432 8.00352 7.93296 7.95816 8.01696 7.96992 7.94136 7.92624 7.8792,0 0 0 0 0 0 0 0 0.03063645331 0.0307402028402 0.0306760874421 0.030835185997 0.0307016036944 0.0306596565015 0.0306914754064 0.0306739677284 0.0307735845278 0.030766745293 0.0307005082662 0.0307771439232
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.25792 0.54912 0.39104 0.75712 0.44096 0.55744 0.6656 0.832 1.09824 0.68224 0.36608 0.6656,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0336805806452 0.0333557272727 0.0333377659574 0.0333312637363 0.0333474150943 0.0332602089552 0.0331577 0.03314138 0.0332026666667 0.0332260853659 0.0333069090909 0.0332826625,0 0 0 0 0 0 0 0 7.69608 7.95144 7.91448 7.87584 7.95312 7.9716 7.938 8.03376 7.938 7.96656 7.96488 7.9716,0 0 0 0 0 0 0 0 0.0306339821 0.0307475979294 0.0306711454044 0.0308418455631 0.0307136106886 0.0307633466807 0.0307855521693 0.0308686978252 0.0309879521693 0.0308150242514 0.0306727846446 0.0307707340358
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.34944 0.43264 0.54912 0.44096 0.44096 0.48256 0.56576 0.64064 0.4992 0.46592 0.50752 0.44928,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341619285714 0.0333147692308 0.0334986969697 0.0333290377358 0.0332431132075 0.0332957931034 0.0334007058824 0.0331457922078 0.0332261333333 0.0335198928571 0.0332068852459 0.0333744444444,0 0 0 0 0 0 0 0 7.6272 7.9884 7.90272 7.9884 7.99848 7.9464 7.9044 7.92456 7.93296 7.9548 7.938 7.97832,0 0 0 0 0 0 0 0 0.0306534508811 0.0307144984227 0.0307546360544 0.0307075589905 0.03071205272 0.0307486205074 0.0307588127524 0.0307560557558 0.0307128146972 0.0307427980993 0.0307232421164 0.0307102208886
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.30784 0.53248 0.63232 0.4576 0.47424 0.42432 0.55744 0.21632 0.50752 0.55744 0.69888 0.39104,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340708108108 0.03343078125 0.0332450657895 0.0331509090909 0.0334199824561 0.0333464901961 0.0333397014925 0.0331153846154 0.0333426065574 0.0332775970149 0.0331812738095 0.0334125106383,0 0 0 0 0 0 0 0 7.69272 7.87752 7.88928 8.00688 7.90776 7.91952 8.01696 7.9884 7.89432 7.96488 7.96488 7.91448,0 0 0 0 0 0 0 0 0.0306501854117 0.0307312960119 0.0307875319421 0.030701300042 0.0307166182282 0.0306780375477 0.030756642917 0.0306116187171 0.0307237829325 0.0307421668424 0.0308143347395 0.0306722351942
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.35776 0.55744 0.81536 0.65728 0.3744 0.55744 0.5408 0.34112 0.79872 0.52416 0.32448 0.36608,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342062093023 0.0332368507463 0.03308 0.0333997088608 0.0332926666667 0.0333328656716 0.0331978153846 0.0332698780488 0.03327115625 0.0333336190476 0.0332845897436 0.0332130681818,0 0 0 0 0 0 0 0 7.59696 7.96824 7.92456 7.87752 7.97328 7.96488 8.02872 8.0136 7.93296 7.94136 7.92792 7.9884,0 0 0 0 0 0 0 0 0.0306579053516 0.030754694708 0.0308101613314 0.0308187065472 0.030685109566 0.0307610050622 0.0307477116552 0.0306580834382 0.0308631658196 0.0307658677808 0.0306522534435 0.0306612759201
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.27456 0.42432 0.40768 0.3328 0.85696 1.03168 0.47424 0.2912 0.75712 0.46592 0.88192 0.31616,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338417575758 0.0332301960784 0.0332535102041 0.033168725 0.0334094174757 0.0333056129032 0.0333137192982 0.0332273428571 0.0334 0.033339375 0.0333294245283 0.0333259210526,0 0 0 0 0 0 0 0 7.70448 7.94976 8.01192 7.99008 7.92456 7.9128 7.91112 7.96488 7.86912 7.96824 7.93296 7.94808,0 0 0 0 0 0 0 0 0.0306254725251 0.0306834249789 0.0306842975467 0.0306560773759 0.0308842030952 0.0309810101911 0.0307055612657 0.0306319723687 0.0308187813834 0.030715873287 0.0308949684456 0.0306397442401
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.25792 0.27456 0.51584 0.36608 0.34944 0.56576 0.50752 0.39936 0.4992 0.67392 0.46592 0.40768,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0336893548387 0.0332008484848 0.0332987741935 0.0333041590909 0.0332371666667 0.03321925 0.0333694098361 0.0332953541667 0.0332234166667 0.0333493333333 0.0333393571429 0.0333655102041,0 0 0 0 0 0 0 0 7.7028 7.95312 7.94304 8.00184 7.91616 7.96656 7.91448 8.02032 7.99008 7.93296 7.96152 7.89096,0 0 0 0 0 0 0 0 0.0306259986914 0.0306220462611 0.0307492284264 0.0306753867311 0.0306552801358 0.0307416467735 0.0307276493314 0.0307043458316 0.0307262905803 0.0308131603134 0.0307314950411 0.0306797736853
Reno,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.28288 0.34944 0.52416 0.47424 0.39104 0.50752 0.35776 0.35776 0.71552 0.63232 0.61568 0.4576,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338987647059 0.0334372619048 0.0333231269841 0.0334264385965 0.0333862340426 0.0331756065574 0.0333156744186 0.0332838837209 0.0332383023256 0.0330123552632 0.0334204054054 0.0331288,0 0 0 0 0 0 0 0 7.70616 7.95312 8.0052 7.96992 7.95312 7.95816 7.92624 7.93464 7.8876 8.00016 7.95312 7.9716,0 0 0 0 0 0 0 0 0.0306293348594 0.0306590173215 0.0307426526758 0.030729040683 0.030673691804 0.0307278969812 0.0306707409919 0.0306798160068 0.0308176129925 0.0307602265855 0.0307745783692 0.0306841097998
